task,taskSettings,findings,name,complianceRuleCalc,is_enabled,tpaAdditionalParams,apps,status,owner,presets,action,type,id,description,actions,severity,category
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Bulgaria Personal Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Bulgarian IBAN"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db36b,"Bulgaria Personal Data Protection Act ('Закон за защита на личните данни') came into force in 2002, and was since amended and supplemented several times. It lays down rules with regard to the protection of natural persons with regards to the processing of personal data, and regulates the processing of personal data revealing racial or ethnic origin, political opinions, religious or philosophical beliefs, or trade union membership, and the processing of genetic data, biometric data for the purpose of uniquely identifying a natural person, data concerning health or data concerning a natural person's sex life or sexual orientation.",[],medium,Bulgaria Personal Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Canada PIPEDA,"{'bigidQuery': 'field IN (""classifier.Quebec Driver\'s License Number near Term"", ""classifier.Ontario Driver\'s License Number near Term"", ""classifier.Canadian Social Insurance Number (SIN)"", ""classifier.Canadian Passport Number near Term"", ""classifier.Sexual Identity and Orientation (English)"", ""classifier.Gender and Sex (English)"", ""classifier.Crime (English)"", ""classifier.Medical Condition (English)"", ""classifier.Medication (English)"", ""classifier.Medical Treatments (English)"", ""classifier.Date of Birth (DOB)"", ""classifier.US Given Name"", ""classifier.US Family Name"", ""classifier.Sexual Identity and Orientation (English) (Narrow)"", ""classifier.Gender and Sex (English) (Narrow)"", ""classifier.Age"", ""classifier.Marital Status"", ""classifier.Discharge Date"", ""classifier.Admission Date"", ""classifier.US Middle Name"", ""classifier.US Full Name"", ""classifier.US Full Name (Wide)"", ""classifier.US Given Name (Wide)"", ""classifier.US Family Name (Wide)"", ""classifier.Medical Record Number (MRN)"", ""classifier.Patient ID Number"", ""classifier.Email"", ""classifier.Income"", ""classifier.Income (Wide)"", ""classifier.MD::Income - MD"", ""classifier.MD::Username - MD"", ""classifier.MD::Date of Birth - MD"", ""classifier.MD::Medical Record Number (MRN) - MD"", ""classifier.MD::Admission Date - MD"", ""classifier.MD::Discharge Date - MD"", ""Email"", ""Sex"", ""Sexual Orientation"", ""Gender"", ""Crime"", ""Medical Record Number"", ""Medical Treatment Information"", ""Medical Diagnosis Information"", ""Medical History"", ""Date of Birth"", ""Admission Date"", ""Discharge Date"", ""Age"", ""Marital Status"", ""Race"", ""Ethnicity"", ""Education Information"", ""First Name"", ""Middle Name"", ""Last Name"", ""Full Name"", ""Account Name"", ""Social Media Name"", ""Given Name"", ""Family Name"", ""User Name"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db36d,"Canada's personal information protection and electronic documents act (PIPEDA) establishes rules to govern the collection, use and disclosure of personal information in a manner that recognizes the right of privacy of individuals with respect to their personal information. It defines 'personal information' as information about an identifiable individual, but does not include business contact information.",[],medium,Canada PIPEDA
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,People's Republic of China PIS Specification,"{'bigidQuery': 'field IN (""classifier.People\'s Republic of China Citizen Identification Number"", ""classifier.People\'s Republic of China Driver\'s License Number near Term"", ""classifier.Chinese Bank Account Number"", ""classifier.Chinese Passport Number near Term"", ""classifier.UnionPay Credit Card Number"", ""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Common Hashed Passwords"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db36f,"The People's Republic of China personal information security (PIS) specification specifies the principles and security requirements for the collection, storage, use, sharing, transfer, public disclosure and deletion of PI. It defines 'sensitive PI' as PI that could endanger personal and property safety, or easily lead to damages to personal reputation, mental & physical health, or discriminatory treatment, and it includes ID numbers, personal biometric information, bank account information, communication records and content, property information, credit information, records of whereabouts, accommodation information, health information, transaction information, and the PI of minors up to 14 years of age.",[],medium,People's Republic of China PIS Specification
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Hong Kong PDPO,"{'bigidQuery': 'field IN (""classifier.Hong Kong HKID Number"", ""classifier.Email"", ""classifier.UnionPay Credit Card Number"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db372,"Hong Kong's personal data (privacy) ordinance (PDPO) aims to protect the privacy of individuals in relation to personal data. It defines 'personal data' as any data, relating to a living individual, from which it is practicable for the identity of the individual to be ascertained in a form in which access to or processing of the data is practicable.",[],medium,Hong Kong PDPO
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Costa Rica Law No. 8968,"{'bigidQuery': 'field IN (""classifier.Gender and Sex (Spanish)"", ""classifier.Gender and Sex (Spanish) (Wide)"", ""classifier.Costa Rican IBAN"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Common Hashed Passwords"", ""classifier.Income (Spanish)"", ""classifier.Religion (Spanish)"", ""classifier.Political Ideology (Spanish) (Wide)"", ""classifier.Political Ideology (Spanish)"", ""classifier.Employment Status (Spanish)"", ""classifier.Sexual Identity and Orientation (Spanish)"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db375,"The purpose of Costa Rica's personal protection law for the treatment of personal data no. 8968 is to guarantee to any individual their right to the informative self-determination in relation to their privacy or private activity. It defines 'sensitive data' as information related to a person's intimate realm and reveals racial origin, political opinions, religious or spiritual convictions, socio-economic condition, bio-medical or genetic information, sex life and orientation, etc.",[],medium,Costa Rica Law No. 8968
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Croatia Personal Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Croatian IBAN"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db377,"Croatia's act on personal data protection regulates the protection of personal data regarding natural persons and the supervision of collecting, processing and use of it, and defines 'sensitive data' as any information relating to a data subject that can be identified by an identification number or by factors specific to physical, physiological, mental, economic, cultural or social identity.",[],medium,Croatia Personal Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Cyprus Law 125(I)/2018,"{'bigidQuery': 'field IN (""classifier.Cypriot IBAN"", ""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.MAC Address"", ""classifier.IMEI"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db37a,"Cyprus's law 125(I) of 2018 provides for the protection of natural persons with regard to the processing of personal data and for the free movement of such data. It defines 'personal data' as any information relating to a data subject who can be identified, in particular by reference to an identifier such as a name, an identification number, location data, an online identifier or to one or more factors specific to the physical, physiological, genetic, mental, economic, cultural or social identity of that natural person.",[],medium,Cyprus Law 125(I)/2018
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Czech Republic Personal Data Processing Act,"{'bigidQuery': 'field IN (""classifier.Czech IBAN"", ""classifier.Email"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db37e,"The Czech Republic's act no. 110/2019 coll. on personal data processing determines the rights and obligations in personal data processing. It defines 'personal data' as data that reveals racial or ethnic origin, political opinions, religion or philosophical beliefs, trade union membership, genetic data, biometric data, data concerning health, sex life, sexual orientation, and data relating to criminal convictions and offences.",[],medium,Czech Republic Personal Data Processing Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Denmark Data Protection Act,"{'bigidQuery': 'field IN (""classifier.Danish IBAN"", ""classifier.Email"", ""classifier.Public IPv4 Address"", ""classifier.IPv6"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""classifier.Explicit Password"", ""classifier.Common Hashed Passwords"", ""classifier.MAC Address"", ""classifier.IMEI"", ""classifier.Android ID"", ""classifier.Apple IDFA"", ""Email"", ""IP Address"", ""International Mobile Equipment Identity (IMEI)"", ""MAC Address"", ""Advertising ID"", ""Cookie Identifiers"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db380,Denmark's data protection act ('databeskyttelsesloven') applies to all processing of personal data carried out that are contained in a filing system. Its definition of personal data correspond to the definitions as set out in the GDPR.,[],medium,Denmark Data Protection Act
,"{'includeLinkToInventory': False, 'includeObjectsReport': True}",,Dominican Republic Law No. 172-13,"{'bigidQuery': 'field IN (""classifier.Dominican IBAN"", ""classifier.Marital Status (Spanish)"", ""classifier.Marital Status (Spanish) (Wide)"", ""classifier.Income (Spanish)"", ""classifier.Religion (Spanish)"", ""classifier.Political Ideology (Spanish) (Wide)"", ""classifier.Political Ideology (Spanish)"", ""classifier.Employment Status (Spanish)"", ""classifier.Sexual Identity and Orientation (Spanish)"", ""classifier.Email"", ""classifier.Credit Card"", ""classifier.Credit Card (Narrow)"", ""classifier.Magnetic Card Track 1"", ""classifier.Magnetic Card Track 2"", ""classifier.Magnetic Card Track 3"", ""classifier.Magnetic Card Track 1 (Wide)"", ""classifier.Magnetic Card Track 2 (Wide)"", ""classifier.Magnetic Card Track 3 (Wide)"", ""Email"")', 'maxFindings': '1'}",False,,,UNVIOLATED,bigidadmin,[],,catalog,612ddeb15052406edb4db382,"The Dominican Republic's law No. 172-13 on comprehensive protection of personal data aims to protect personal data recorded in archives, public registers, data banks. The law defines 'sensitive data' as personal data that reveals political opinions, religious, philosophical or moral convictions, union membership and information relating to health or sex life.",[],medium,Dominican Republic Law No. 172-13
